ID;ADDRESS;STREET;STREET NO;ZIP;CITY_POST;CITY;region2;poviat;region3;subreg;coords.x1;coords.x2;LEGAL_FORM1;LEGAL_FORM2;OWNERSHIP;PKD7;SEC_PKD7;GR_EMPL;empl
273817;22-230 Wola Uhruska Kosyñ   12;NA;12;22-230;Wola Uhruska;Kosyñ;powiat w³odawski;powiat w�odawski;gmina Wola Uhruska;1;23,54632142;51,386279;9;99;214;0143Z;A;1;5
369373;22-400 Zamoæ Zamoæ ul. Olchowa 20;ul. Olchowa;20;22-400;Zamoæ;Zamoæ;Zamoæ;powiat Zamo��;Zamoæ;2;23,26426138;50,73331317;2;19;214;4120Z;F;1;5
1369;21-560 Miêdzyrzec Podlaski Miêdzyrzec Podlaski ul. Lena 19;ul. Lena;19;21-560;Miêdzyrzec Podlaski;Miêdzyrzec Podlaski;powiat bialski;powiat bialski;Miêdzyrzec Podlaski;1;22,78466998;51,99313998;9;99;214;8510Z;P;1;5
128614;23-100 Bychawa Ga³êzów-Kolonia Druga   49;NA;49;23-100;Bychawa;Ga³êzów-Kolonia Druga;powiat lubelski;powiat lubelski;gmina Bychawa;3;22,485;50,98166667;9;99;214;4540Z;G;1;5
117523;21-140 Michów Meszno   34;NA;34;21-140;Michów;Meszno;powiat lubartowski;powiat lubartowski;gmina Michów;3;22,24481717;51,56372081;9;99;214;0150Z;A;1;5
362474;20-304 Lublin Lublin ul. Bi³gorajska 20;ul. Bi³gorajska;20;20-304;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,57952055;51,23933609;9;99;214;4711Z;G;1;5
80899;22-315 Gorzków-Osada Wielobycz   15A;NA;15A;22-315;Gorzków-Osada;Wielobycz;powiat krasnostawski;powiat krasnostawski;gmina Gorzków;2;23,03033001;50,97984997;9;99;214;0150Z;A;1;5
33445;23-413 Obsza Babice   142;NA;142;23-413;Obsza;Babice;powiat bi³gorajski;powiat bi�gorajski;gmina Obsza;2;22,96182;50,31522998;9;99;214;0150Z;A;1;5
85543;22-351 £opiennik Górny Krzywe   14;NA;14;22-351;£opiennik Górny;Krzywe;powiat krasnostawski;powiat krasnostawski;gmina £opiennik Górny;2;23,00158994;51,02431001;9;99;214;0150Z;A;1;5
124026;24-200 Be³¿yce Be³¿yce ul. Przemys³owa 52;ul. Przemys³owa;52;24-200;Be³¿yce;Be³¿yce;powiat lubelski;powiat lubelski;gmina Be³¿yce;3;22,28142998;51,15220999;1;117;214;2893Z;C;1;5
228727;21-307 Ulan-Majorat G¹siory   15;NA;15;21-307;Ulan-Majorat;G¹siory;powiat radzyñski;powiat radzy�ski;gmina Ulan-Majorat;1;22,53207908;51,86046022;9;99;214;0150Z;A;1;5
113307;21-132 Kamionka Starocin-Kolonia   13;NA;13;21-132;Kamionka;Starocin-Kolonia;powiat lubartowski;powiat lubartowski;gmina Kamionka;3;22,41657002;51,40989998;9;99;214;0150Z;A;1;5
110472;21-143 Abramów Ciotcza   9;NA;9;21-143;Abramów;Ciotcza;powiat lubartowski;powiat lubartowski;gmina Abramów;3;22,3194307;51,49218899;9;99;214;0150Z;A;1;5
331483;20-315 Lublin Lublin al. Wincentego Witosa 3;al. Wincentego Witosa;3;20-315;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,60372332;51,23303957;2;19;214;4520Z;G;1;5
31205;23-460 Józefów Stanis³awów   32;NA;32;23-460;Józefów;Stanis³awów;powiat bi³gorajski;powiat bi�gorajski;gmina Józefów;2;23,14432353;50,50648157;9;99;214;0150Z;A;1;5
289252;22-448 Su³ów Roz³opy   178;NA;178;22-448;Su³ów;Roz³opy;powiat zamojski;powiat zamojski;gmina Su³ów;2;22,98086518;50,72930827;9;99;214;0150Z;A;1;5
43593;22-175 Dorohusk Okopy-Kolonia   93;NA;93;22-175;Dorohusk;Okopy-Kolonia;powiat che³mski;powiat che�mski;gmina Dorohusk;2;23,73671332;51,17732649;9;99;214;0143Z;A;1;5
234240;08-503 Nowodwór Nowodwór   65;NA;65;08-503;Nowodwór;Nowodwór;powiat rycki;powiat rycki;gmina Nowodwór;4;22,09889995;51,64005001;9;99;214;0150Z;A;1;5
9469;21-532 £omazy Studzianka   39;NA;39;21-532;£omazy;Studzianka;powiat bialski;powiat bialski;gmina £omazy;1;23,21299874;51,92996871;9;99;214;0150Z;A;1;5
132890;23-114 Jab³onna-Maj¹tek Jab³onna Druga   11M;NA;11M;23-114;Jab³onna-Maj¹tek;Jab³onna Druga;powiat lubelski;powiat lubelski;gmina Jab³onna;3;22,57853995;51,08938996;9;99;214;7500Z;M;1;5
337978;20-533 Lublin Lublin ul. Romantyczna 12;ul. Romantyczna;12;20-533;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,5312257;51,2264283;9;99;214;0150Z;A;1;5
133922;21-008 Tomaszowice Tomaszowice-Kolonia   3;NA;3;21-008;Tomaszowice;Tomaszowice-Kolonia;powiat lubelski;powiat lubelski;gmina Jastków;3;22,39090003;51,26931999;9;99;214;0150Z;A;1;5
362343;20-283 Lublin Lublin ul. Zygmunta Augusta 1;ul. Zygmunta Augusta;1;20-283;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,62774982;51,21931804;9;99;216;4742Z;G;1;5
248688;21-050 Piaski Bystrzejowice Pierwsze   113;NA;113;21-050;Piaski;Bystrzejowice Pierwsze;powiat widnicki;powiat �widnicki;gmina Piaski;3;22,72763001;51,16867;9;99;214;0150Z;A;1;5
290853;22-460 Szczebrzeszyn Wiel¹cza-Kolonia   158;NA;158;22-460;Szczebrzeszyn;Wiel¹cza-Kolonia;powiat zamojski;powiat zamojski;gmina Szczebrzeszyn;2;23,08244335;50,73416358;9;99;214;4520Z;G;1;5
254819;22-670 Be³¿ec Be³¿ec ul. Kopernika 8;ul. Kopernika;8;22-670;Be³¿ec;Be³¿ec;powiat tomaszowski;powiat tomaszowski;gmina Be³¿ec;2;23,44630946;50,37628389;9;99;214;0150Z;A;1;5
125094;24-200 Be³¿yce Skrzyniec   32;NA;32;24-200;Be³¿yce;Skrzyniec;powiat lubelski;powiat lubelski;gmina Be³¿yce;3;22,23863999;51,11008001;9;99;214;0150Z;A;1;5
33964;23-413 Obsza Olchowiec   70;NA;70;23-413;Obsza;Olchowiec;powiat bi³gorajski;powiat bi�gorajski;gmina Obsza;2;22,96182;50,31522998;9;99;214;0150Z;A;1;5
286316;22-421 Dêbowiec Dêbowiec   174;NA;174;22-421;Dêbowiec;Dêbowiec;powiat zamojski;powiat zamojski;gmina Skierbieszów;2;23,31219;50,79771999;9;99;214;4799Z;G;1;5
73670;23-300 Janów Lubelski Borownica   13;NA;13;23-300;Janów Lubelski;Borownica;powiat janowski;powiat janowski;gmina Janów Lubelski;4;22,37609651;50,71984451;9;99;214;0150Z;A;1;5
164681;21-400 £uków £uków ul. Przemys³owa 15;ul. Przemys³owa;15;21-400;£uków;£uków;powiat ³ukowski;powiat �ukowski;£uków;4;22,38884693;51,93725159;9;99;214;7120A;M;1;5
148812;20-258 Lublin Turka   290A;NA;290A;20-258;Lublin;Turka;powiat lubelski;powiat lubelski;gmina Wólka;3;22,68012871;51,2860532;9;99;214;4617Z;G;1;5
29938;23-451 Jêdrzejówka Jêdrzejówka   65;NA;65;23-451;Jêdrzejówka;Jêdrzejówka;powiat bi³gorajski;powiat bi�gorajski;gmina Goraj;2;22,76483976;50,71161579;9;99;214;0150Z;A;1;5
346637;20-323 Lublin Lublin ul. Puchacza 2;ul. Puchacza;2;20-323;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,58806169;51,23429119;9;99;214;6621Z;K;1;5
12487;21-560 Miêdzyrzec Podlaski Tuli³ów ul. £ukowska 42;ul. £ukowska;42;21-560;Miêdzyrzec Podlaski;Tuli³ów;powiat bialski;powiat bialski;Miêdzyrzec Podlaski;1;22,77675995;51,98709997;9;99;214;0150Z;A;1;5
107316;21-100 Lubartów Lubartów ul. Powstañców Warszawy 60;ul. Powstañców Warszawy;60;21-100;Lubartów;Lubartów;powiat lubartowski;powiat lubartowski;Lubartów;3;22,60753002;51,45140997;2;19;214;4339Z;F;1;5
325727;20-859 Lublin Lublin ul. Teodora Leszetyckiego 5;ul. Teodora Leszetyckiego;5;20-859;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,55155537;51,27534556;2;19;214;4782Z;G;1;5
276521;22-425 Grabowiec Skomorochy Du¿e   69;NA;69;22-425;Grabowiec;Skomorochy Du¿e;powiat zamojski;powiat zamojski;gmina Grabowiec;2;23,51247927;50,84977429;9;99;214;0150Z;A;1;5
12582;21-530 Piszczac Po³oski   57;NA;57;21-530;Piszczac;Po³oski;powiat bialski;powiat bialski;gmina Piszczac;1;23,43849996;51,94403996;9;99;214;0150Z;A;1;5
123211;21-109 Stary Ucimów G³êbokie   DOMPREZESA;NA;DOMPREZESA;21-109;Stary Ucimów;G³êbokie;powiat lubartowski;powiat lubartowski;gmina Ucimów;3;22,92730996;51,47897001;1;76;215;9499Z;S;1;5
237114;08-500 Ryki Nowiny-Rososz   9;NA;9;08-500;Ryki;Nowiny-Rososz;powiat rycki;powiat rycki;gmina Ryki;4;21,99551994;51,67446996;9;99;214;0150Z;A;1;5
262459;22-604 Tarnawatka Sumin   4;NA;4;22-604;Tarnawatka;Sumin;powiat tomaszowski;powiat tomaszowski;gmina Tarnawatka;2;23,39169225;50,552064;9;99;214;0150Z;A;1;5
223756;21-306 Czemierniki Skoki   33;NA;33;21-306;Czemierniki;Skoki;powiat radzyñski;powiat radzy�ski;gmina Czemierniki;1;22,63654318;51,67337246;9;99;214;0150Z;A;1;5
298801;21-500 Bia³a Podlaska Bia³a Podlaska ul. Jagodowa 13;ul. Jagodowa;13;21-500;Bia³a Podlaska;Bia³a Podlaska;Bia³a Podlaska;powiat Bia�a Podlaska;Bia³a Podlaska;1;23,10404346;52,01995012;9;99;214;0150Z;A;1;5
209529;24-120 Kazimierz Dolny Bochotnica ul. Na³êczowska 61;ul. Na³êczowska;61;24-120;Kazimierz Dolny;Bochotnica;powiat pu³awski;powiat pu�awski;gmina Kazimierz Dolny;4;21,99961068;51,33708664;9;99;214;0150Z;A;1;5
127892;23-100 Bychawa Kowersk   41;NA;41;23-100;Bychawa;Kowersk;powiat lubelski;powiat lubelski;gmina Bychawa;3;22,46333326;50,97361111;9;99;214;0150Z;A;1;5
247021;21-050 Piaski Piaski ul. Partyzantów 5;ul. Partyzantów;5;21-050;Piaski;Piaski;powiat widnicki;powiat �widnicki;gmina Piaski;3;22,84757999;51,13700999;9;99;214;4711Z;G;1;5
332568;20-616 Lublin Lublin ul. Gliniana 19;ul. Gliniana;19;20-616;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,54689888;51,239228;9;99;214;8230Z;N;1;5
53836;22-500 Hrubieszów Hrubieszów ul. St. Staszica 1;ul. St. Staszica;1;22-500;Hrubieszów;Hrubieszów;powiat hrubieszowski;powiat hrubieszowski;Hrubieszów;2;23,89205027;50,80297499;9;99;214;6622Z;K;1;5
213510;24-173 Markuszów Markuszów ul. Polna 32;ul. Polna;32;24-173;Markuszów;Markuszów;powiat pu³awski;powiat pu�awski;gmina Markuszów;4;22,2603184;51,37602554;9;99;214;0150Z;A;1;5
68654;23-304 Dzwola Celinki   158;NA;158;23-304;Dzwola;Celinki;powiat janowski;powiat janowski;gmina Dzwola;4;22,63891428;50,67201807;9;99;214;0150Z;A;1;5
119548;21-110 Ostrów Lubelski Ostrów Lubelski ul. B³otna 31;ul. B³otna;31;21-110;Ostrów Lubelski;Ostrów Lubelski;powiat lubartowski;powiat lubartowski;gmina Ostrów Lubelski;3;22,85161394;51,50016137;9;99;214;3314Z;C;1;5
206370;24-100 Pu³awy Pu³awy ul. Piaskowa 41;ul. Piaskowa;41;24-100;Pu³awy;Pu³awy;powiat pu³awski;powiat pu�awski;Pu³awy;4;21,95384562;51,42042045;9;99;214;4333Z;F;1;5
63505;22-554 Trzeszczany Pierwsze Józefin   35;NA;35;22-554;Trzeszczany Pierwsze;Józefin;powiat hrubieszowski;powiat hrubieszowski;gmina Trzeszczany;2;23,7363919;50,82201228;9;99;214;0150Z;A;1;5
205812;24-100 Pu³awy Pu³awy ul. Modrzewiowa 1;ul. Modrzewiowa;1;24-100;Pu³awy;Pu³awy;powiat pu³awski;powiat pu�awski;Pu³awy;4;21,97233501;51,40631497;9;99;214;4391Z;F;1;5
243833;21-040 widnik widnik ul. Stanis³awa Wyspiañskiego 13 / 16;ul. Stanis³awa Wyspiañskiego;13/16;21-040;widnik;widnik;powiat widnicki;powiat �widnicki;widnik;3;22,69688798;51,21928097;9;99;214;4641Z;G;1;5
200917;24-100 Pu³awy Pu³awy ul. Dêbliñska 2;ul. Dêbliñska;2;24-100;Pu³awy;Pu³awy;powiat pu³awski;powiat pu�awski;Pu³awy;4;21,94801874;51,4365537;2;85;234;6832Z;L;1;5
71760;23-300 Janów Lubelski Janów Lubelski ul. Jana Zamoyskiego 62;ul. Jana Zamoyskiego;62;23-300;Janów Lubelski;Janów Lubelski;powiat janowski;powiat janowski;gmina Janów Lubelski;4;22,4172549;50,70279477;9;99;214;9602Z;S;1;5
304135;21-500 Bia³a Podlaska Bia³a Podlaska ul. Terebelska 49;ul. Terebelska;49;21-500;Bia³a Podlaska;Bia³a Podlaska;Bia³a Podlaska;powiat Bia�a Podlaska;Bia³a Podlaska;1;23,10911984;52,04700955;9;99;214;0150Z;A;1;5
289135;22-448 Su³ów rebce   98;NA;98;22-448;Su³ów;rebce;powiat zamojski;powiat zamojski;gmina Su³ów;2;22,92740312;50,75089016;9;99;214;0150Z;A;1;5
17096;21-550 Terespol Polatycze   56;NA;56;21-550;Terespol;Polatycze;powiat bialski;powiat bialski;gmina Terespol;1;23,60242588;52,050513;9;99;214;0150Z;A;1;5
365230;22-400 Zamoæ Zamoæ ul. Wojska Polskiego 15;ul. Wojska Polskiego;15;22-400;Zamoæ;Zamoæ;Zamoæ;powiat Zamo��;Zamoæ;2;23,25598169;50,73279117;1;155;215;9499Z;S;2;30
332094;20-139 Lublin Lublin ul. Trzeniowska 5A;ul. Trzeniowska;5A;20-139;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,59023979;51,26196988;9;99;214;9602Z;S;1;5
316041;20-473 Lublin Lublin ul. Eugeniusza Romera 35A;ul. Eugeniusza Romera;35A;20-473;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,54109125;51,21075998;9;99;214;0150Z;A;1;5
135915;24-150 Na³êczów Moszna   83;NA;83;24-150;Na³êczów;Moszna;powiat lubelski;powiat lubelski;gmina Jastków;3;22,31920001;51,26967997;9;99;214;8130Z;N;1;5
293589;22-410 Zamoæ Jatutów   198;NA;198;22-410;Zamoæ;Jatutów;powiat zamojski;powiat zamojski;gmina Zamoæ;2;23,32094938;50,709122;9;99;214;0150Z;A;1;5
41706;22-121 Sielec Depu³tycze Królewskie-Kolonia   6;NA;6;22-121;Sielec;Depu³tycze Królewskie-Kolonia;powiat che³mski;powiat che�mski;gmina Che³m;2;23,42119948;51,05594766;9;99;214;0150Z;A;1;5
366631;22-400 Zamoæ Zamoæ ul. Prymasa Stefana Wyszyñskiego 65;ul. Prymasa Stefana Wyszyñskiego;65;22-400;Zamoæ;Zamoæ;Zamoæ;powiat Zamo��;Zamoæ;2;23,28210193;50,71790746;9;99;214;7430Z;M;1;5
106070;23-213 Zakrzówek Bystrzyca   237;NA;237;23-213;Zakrzówek;Bystrzyca;powiat kranicki;powiat kra�nicki;gmina Zakrzówek;4;22,38212179;50,95022981;9;99;214;0150Z;A;1;5
53350;22-361 Wola ¯uliñska Zagrody   7;NA;7;22-361;Wola ¯uliñska;Zagrody;powiat krasnostawski;powiat krasnostawski;gmina £opiennik Górny;2;23,18365995;51,08211997;9;99;214;0150Z;A;1;5
251452;"22-600 Tomaszów Lubelski Tomaszów Lubelski ul. Zenona Jachymka """"Wiktora"""" 17";"ul. Zenona Jachymka """"Wiktora""""";17;22-600;Tomaszów Lubelski;Tomaszów Lubelski;powiat tomaszowski;powiat tomaszowski;Tomaszów Lubelski;2;23,40801275;50,43970248;9;99;214;6622Z;K;1;5
443;21-560 Miêdzyrzec Podlaski Miêdzyrzec Podlaski ul. Zachodnia 24;ul. Zachodnia;24;21-560;Miêdzyrzec Podlaski;Miêdzyrzec Podlaski;powiat bialski;powiat bialski;Miêdzyrzec Podlaski;1;22,77793998;51,99783;9;99;214;0150Z;A;1;5
52626;22-360 Rejowiec Czechów K¹t   8;NA;8;22-360;Rejowiec;Czechów K¹t;powiat che³mski;powiat che�mski;gmina Rejowiec;2;23,18545784;51,08387003;9;99;214;4110Z;F;1;5
72241;23-300 Janów Lubelski Janów Lubelski ul. Ochotników Wêgierskich 1A;ul. Ochotników Wêgierskich;1A;23-300;Janów Lubelski;Janów Lubelski;powiat janowski;powiat janowski;gmina Janów Lubelski;4;22,41974862;50,70035429;9;99;214;5630Z;I;1;5
282736;22-413 Nielisz rednie Du¿e   65;NA;65;22-413;Nielisz;rednie Du¿e;powiat zamojski;powiat zamojski;gmina Nielisz;2;23,02016998;50,84343996;9;99;214;0150Z;A;1;5
291433;22-452 Bodaczów Wiel¹cza-Kolonia   20;NA;20;22-452;Bodaczów;Wiel¹cza-Kolonia;powiat zamojski;powiat zamojski;gmina Szczebrzeszyn;2;23,09372412;50,74576818;9;99;214;0150Z;A;1;5
119123;21-104 Niedwiada Brzenica Ksi¹¿êca   9;NA;9;21-104;Niedwiada;Brzenica Ksi¹¿êca;powiat lubartowski;powiat lubartowski;gmina Niedwiada;3;22,74531802;51,55739819;9;99;214;0150Z;A;1;5
340178;20-223 Lublin Lublin ul. Do¿ynkowa 21C;ul. Do¿ynkowa;21C;20-223;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,58329509;51,27604569;9;99;214;8622Z;Q;1;5
233715;08-550 K³oczew Czernic   14;NA;14;08-550;K³oczew;Czernic;powiat rycki;powiat rycki;gmina K³oczew;4;21,98853995;51,70067998;9;99;214;0150Z;A;1;5
114434;21-150 Kock Bia³obrzegi   59;NA;59;21-150;Kock;Bia³obrzegi;powiat lubartowski;powiat lubartowski;gmina Kock;3;22,43817307;51,63790628;9;99;214;4321Z;F;1;5
266615;22-630 Tyszowce Marysin   9;NA;9;22-630;Tyszowce;Marysin;powiat tomaszowski;powiat tomaszowski;gmina Tyszowce;2;23,63875976;50,63685391;9;99;214;0150Z;A;1;5
286972;22-420 Skierbieszów Skierbieszów ul. Nadrzeczna 54;ul. Nadrzeczna;54;22-420;Skierbieszów;Skierbieszów;powiat zamojski;powiat zamojski;gmina Skierbieszów;2;23,36411999;50,85336998;9;99;214;0150Z;A;1;5
17416;21-523 Tuczna ¯uki   53;NA;53;21-523;Tuczna;¯uki;powiat bialski;powiat bialski;gmina Tuczna;1;23,42464847;51,88026468;9;99;214;0150Z;A;1;5
112250;21-146 Jeziorzany Przytoczno   129A;NA;129A;21-146;Jeziorzany;Przytoczno;powiat lubartowski;powiat lubartowski;gmina Jeziorzany;3;22,27190811;51,61959227;9;99;214;4671Z;G;1;5
101038;23-230 Trzydnik Du¿y Trzydnik Du¿y   72;NA;72;23-230;Trzydnik Du¿y;Trzydnik Du¿y;powiat kranicki;powiat kra�nicki;gmina Trzydnik Du¿y;4;22,13292032;50,85477146;2;384;113;8531A;P;2;30
239972;08-504 U³ê¿ Sarny   65;NA;65;08-504;U³ê¿;Sarny;powiat rycki;powiat rycki;gmina U³ê¿;4;22,00714998;51,57686;9;99;214;0150Z;A;1;5
124593;24-200 Be³¿yce Stare Wierzchowiska   27A;NA;27A;24-200;Be³¿yce;Stare Wierzchowiska;powiat lubelski;powiat lubelski;gmina Be³¿yce;3;22,27251995;51,12279998;9;99;214;0150Z;A;1;5
323347;20-860 Lublin Lublin ul. Stanis³awa Szpinalskiego 2;ul. Stanis³awa Szpinalskiego;2;20-860;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,55096401;51,27584071;9;99;214;4771Z;G;1;5
255106;22-670 Be³¿ec Be³¿ec ul. Lena 6;ul. Lena;6;22-670;Be³¿ec;Be³¿ec;powiat tomaszowski;powiat tomaszowski;gmina Be³¿ec;2;23,41848998;50,38640997;9;99;214;4729Z;G;1;5
171665;21-400 £uków Karwacz   6A;NA;6A;21-400;£uków;Karwacz;powiat ³ukowski;powiat �ukowski;gmina £uków;4;22,44177001;51,95007;9;99;214;5610A;I;1;5
164614;21-400 £uków £uków ul. Stawki 3N;ul. Stawki;3N;21-400;£uków;£uków;powiat ³ukowski;powiat �ukowski;£uków;4;22,38538537;51,9264074;9;99;214;4771Z;G;1;5
86937;22-330 Rudnik Majdan Kobylañski   33;NA;33;22-330;Rudnik;Majdan Kobylañski;powiat krasnostawski;powiat krasnostawski;gmina Rudnik;2;23,01658633;50,88990268;9;99;214;0150Z;A;1;5
361701;20-836 Lublin Lublin ul. Kurantowa 8;ul. Kurantowa;8;20-836;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,54421496;51,26122589;9;99;214;8622Z;Q;1;5
276065;22-425 Grabowiec Ornatowice   50;NA;50;22-425;Grabowiec;Ornatowice;powiat zamojski;powiat zamojski;gmina Grabowiec;2;23,60722548;50,84768972;9;99;214;0162Z;A;1;5
337315;20-411 Lublin Lublin ul. Wolska 12;ul. Wolska;12;20-411;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,57482056;51,23580151;1;117;215;6920Z;M;1;5
116477;21-100 Lubartów Skrobów   47A;NA;47A;21-100;Lubartów;Skrobów;powiat lubartowski;powiat lubartowski;gmina Lubartów;3;22,54951996;51,47351998;9;99;214;0150Z;A;1;5
337468;20-079 Lublin Lublin ul. Dolna 3 Maja 3;ul. Dolna 3 Maja;3;20-079;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,55929945;51,25115541;2;118;214;6831Z;L;1;5
302098;21-500 Bia³a Podlaska Bia³a Podlaska ul. Juliusza S³owackiego 4;ul. Juliusza S³owackiego;4;21-500;Bia³a Podlaska;Bia³a Podlaska;Bia³a Podlaska;powiat Bia�a Podlaska;Bia³a Podlaska;1;23,10504095;52,03365911;9;99;214;3313Z;C;1;5
247219;21-050 Piaski Brzezice   121;NA;121;21-050;Piaski;Brzezice;powiat widnicki;powiat �widnicki;gmina Piaski;3;22,88100001;51,17367;9;99;214;0150Z;A;1;5
50591;22-150 Wierzbica Chylin Wielki   23;NA;23;22-150;Wierzbica;Chylin Wielki;powiat che³mski;powiat che�mski;gmina Wierzbica;2;23,30988357;51,28904241;9;99;214;0150Z;A;1;5
245824;21-007 Me³giew Krzesimów   32;NA;32;21-007;Me³giew;Krzesimów;powiat widnicki;powiat �widnicki;gmina Me³giew;3;22,81537817;51,25164402;9;99;214;0150Z;A;1;5
315916;20-532 Lublin Lublin ul. Gocinna 5;ul. Gocinna;5;20-532;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,53264113;51,23055595;9;99;214;0150Z;A;1;5
269050;22-200 W³odawa W³odawa ul. Polna 7;ul. Polna;7;22-200;W³odawa;W³odawa;powiat w³odawski;powiat w�odawski;W³odawa;1;23,55188899;51,55597017;9;99;214;4331Z;F;1;5
275517;22-442 Adamów Bondyrz   180;NA;180;22-442;Adamów;Bondyrz;powiat zamojski;powiat zamojski;gmina Adamów;2;23,13324928;50,56736987;9;99;214;8559A;P;1;5
222681;21-345 Borki Maruszewiec   23;NA;23;21-345;Borki;Maruszewiec;powiat radzyñski;powiat radzy�ski;gmina Borki;1;22,53166667;51,69722221;9;99;214;0150Z;A;1;5
86048;22-351 £opiennik Górny £opiennik Górny   16;NA;16;22-351;£opiennik Górny;£opiennik Górny;powiat krasnostawski;powiat krasnostawski;gmina £opiennik Górny;2;23,03161002;51,04692001;9;99;214;0150Z;A;1;5
284493;22-463 Radecznica Gorajec-Stara Wie   50A;NA;50A;22-463;Radecznica;Gorajec-Stara Wie;powiat zamojski;powiat zamojski;gmina Radecznica;2;22,84524491;50,68439051;9;99;214;0150Z;A;1;5
269719;22-200 W³odawa W³odawa ul. Ksiêcia Andrzeja Sanguszki 1;ul. Ksiêcia Andrzeja Sanguszki;1;22-200;W³odawa;W³odawa;powiat w³odawski;powiat w�odawski;W³odawa;1;23,55202419;51,5455658;9;99;214;4719Z;G;1;5
208399;24-120 Kazimierz Dolny Kazimierz Dolny inne Jeziorszczyzna 19;inne Jeziorszczyzna;19;24-120;Kazimierz Dolny;Kazimierz Dolny;powiat pu³awski;powiat pu�awski;gmina Kazimierz Dolny;4;21,91061999;51,30770002;9;99;214;5610A;I;1;5
154043;21-017 £êczna £êczna ul. Wiklinowa 4;ul. Wiklinowa;4;21-017;£êczna;£êczna;powiat ³êczyñski;powiat ��czy�ski;gmina £êczna;3;22,88726136;51,2900105;9;99;214;0150Z;A;1;5
181999;24-210 Chodel Chodel rynek Rynek 41;rynek Rynek;41;24-210;Chodel;Chodel;powiat opolski;powiat opolski;gmina Chodel;4;22,13213105;51,11013461;9;99;214;1812Z;C;1;5
348827;20-361 Lublin Lublin ul. Wilcza 25;ul. Wilcza;25;20-361;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,58949248;51,2240435;9;99;216;4782Z;G;1;5
361886;20-552 Lublin Lublin ul. Kawaleryjska 2;ul. Kawaleryjska;2;20-552;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,50981667;51,2326703;9;99;214;4638Z;G;1;5
291527;22-452 Bodaczów Wiel¹cza   91;NA;91;22-452;Bodaczów;Wiel¹cza;powiat zamojski;powiat zamojski;gmina Szczebrzeszyn;2;23,05150636;50,71556117;9;99;214;0150Z;A;1;5
292672;22-441 Lipsko Lipsko   226;NA;226;22-441;Lipsko;Lipsko;powiat zamojski;powiat zamojski;gmina Zamoæ;2;23,23857198;50,65840821;9;99;214;4120Z;F;1;5
86349;22-351 £opiennik Górny Gliniska   12;NA;12;22-351;£opiennik Górny;Gliniska;powiat krasnostawski;powiat krasnostawski;gmina £opiennik Górny;2;23,03230999;51,04715998;9;99;214;0150Z;A;1;5
215331;24-101 Go³¹b Go³¹b ul. Kolejowa 26;ul. Kolejowa;26;24-101;Go³¹b;Go³¹b;powiat che³mski;powiat che�mski;gmina Rejowiec Fabryczny;2;23,15270221;51,1203327;9;99;214;0150Z;A;1;5
370877;22-400 Zamoæ Zamoæ ul. Peowiaków 3;ul. Peowiaków;3;22-400;Zamoæ;Zamoæ;Zamoæ;powiat Zamo��;Zamoæ;2;23,2577079;50,72345549;2;391;215;8541Z;P;1;5
138826;23-110 Krzczonów Krzczonów ul. Stefana ¯eromskiego 62;ul. Stefana ¯eromskiego;62;23-110;Krzczonów;Krzczonów;powiat lubelski;powiat lubelski;gmina Krzczonów;3;22,69449442;51,00309454;9;99;214;8130Z;N;1;5
257962;22-650 £aszczów £aszczów ul. Aleje Armii Krajowej 8;ul. Aleje Armii Krajowej;8;22-650;£aszczów;£aszczów;powiat tomaszowski;powiat tomaszowski;gmina £aszczów;2;23,71505647;50,53092039;9;99;214;6920Z;M;1;5
240106;08-504 U³ê¿ Sobieszyn   31;NA;31;08-504;U³ê¿;Sobieszyn;powiat rycki;powiat rycki;gmina U³ê¿;4;22,15194996;51,5899;9;99;214;0150Z;A;1;5
191707;24-320 Poniatowa Kowala Druga   74;NA;74;24-320;Poniatowa;Kowala Druga;powiat opolski;powiat opolski;gmina Poniatowa;4;22,06166541;51,21660322;9;99;214;0150Z;A;1;5
54986;22-500 Hrubieszów Hrubieszów ul. Gródecka 42;ul. Gródecka;42;22-500;Hrubieszów;Hrubieszów;powiat hrubieszowski;powiat hrubieszowski;Hrubieszów;2;23,91584475;50,8042205;9;99;214;4399Z;F;1;5
